family,genus,keyword,action,video_id
bovidae,bovini,buffalo,eat,6jW-PdZt0iY
bovidae,bovini,buffalo,eat,mA_u2JBnz9I
bovidae,bovini,buffalo,eat,bLKbYBHRLeU
bovidae,bovini,buffalo,eat,kD7oVq5lw_M
bovidae,bovini,buffalo,eat,F6EiDe40AbY
bovidae,bovini,buffalo,eat,qaKzRUJwv_I
bovidae,bovini,buffalo,eat,3klGe7dMaQQ
bovidae,bovini,buffalo,eat,gZjkXbgiCIQ
bovidae,bovini,buffalo,eat,z5zK0RNVxzY
bovidae,bovini,buffalo,eat,oqZXmguqrmQ
bovidae,bovini,buffalo,eat,AuAMtpe49ZQ
bovidae,bovini,buffalo,eat,PqoLVAVyqC4
bovidae,bovini,buffalo,eat,thUoIzTt7nk
bovidae,bovini,buffalo,eat,lXk_UpQbREM
bovidae,bovini,buffalo,eat,ycqAM7O7aWY
bovidae,bovini,buffalo,eat,QAADO0i-KXQ
bovidae,bovini,buffalo,eat,AZLY1ika3AU
bovidae,bovini,buffalo,eat,UunbGjEDSH8
bovidae,bovini,buffalo,eat,jKw3b21zYyg
bovidae,bovini,buffalo,eat,HR8Vs4HylBU
bovidae,bovini,buffalo,eat,YUsZIMcoHUQ
bovidae,bovini,buffalo,eat,FNnv6aJSx5k
bovidae,bovini,buffalo,eat,sKlAakTu5P8
bovidae,bovini,buffalo,eat,zkfBk5oHGXk
bovidae,bovini,buffalo,eat,edNZsCPQcFI
bovidae,bovini,buffalo,eat,PdgpqPBOO2I
bovidae,bovini,buffalo,eat,RNGBra_h7bg
bovidae,bovini,buffalo,eat,1xSTodsKx8I
bovidae,bovini,buffalo,eat,coUd6d3j_6g
bovidae,bovini,buffalo,eat,i-4_ZODOGXw
bovidae,bovini,buffalo,eat,2spTlRQTMnc
bovidae,bovini,buffalo,eat,34oDYXILXgo
bovidae,bovini,buffalo,eat,6A5z-XRZITw
bovidae,bovini,buffalo,eat,IuesViGwChs
bovidae,bovini,buffalo,eat,5rqsqq1KWrM
bovidae,bovini,buffalo,eat,Zs2xYoYaOpQ
bovidae,bovini,buffalo,eat,Ufrh7tWjsvw
bovidae,bovini,buffalo,eat,FG3fGnwP74U
bovidae,bovini,buffalo,eat,jrKihInlIMU
bovidae,bovini,buffalo,eat,aW5lLV9qTHU
bovidae,bovini,buffalo,eat,FKEhj4-UjcY
bovidae,bovini,buffalo,eat,YZkSRgQEODM
bovidae,bovini,buffalo,eat,clFia9rXu1I
bovidae,bovini,buffalo,eat,-TzL8hDWNJQ
bovidae,bovini,buffalo,eat,DbYYV4HQ0c0
bovidae,bovini,buffalo,eat,0cWQDPzvo6M
bovidae,bovini,buffalo,eat,KjyxijrGfcI
bovidae,bovini,buffalo,eat,DuHRT9qT8EM
bovidae,bovini,buffalo,eat,Fw2DtZYJuiI
bovidae,bovini,buffalo,eat,N6YxY_mN-e0
bovidae,bovini,buffalo,eat,e8ZQEz5XreM
bovidae,bovini,buffalo,eat,gJLfcqEgS7I
bovidae,bovini,buffalo,eat,kszZ6H9wMIU
bovidae,bovini,buffalo,eat,jYmQfOk6sOY
bovidae,bovini,buffalo,eat,gHGdsUHjHQ8
bovidae,bovini,buffalo,eat,Qu5cPjXFTG4
bovidae,bovini,buffalo,eat,3XFSm92RPmY
bovidae,bovini,buffalo,eat,E5NShNxLMZM
bovidae,bovini,buffalo,eat,XW51r5Br_lc
bovidae,bovini,buffalo,eat,eidqLKDazEg
bovidae,bovini,buffalo,eat,26KJZDjICJk
bovidae,bovini,buffalo,eat,Czb9-b2Idp4
bovidae,bovini,buffalo,eat,tKhWW1jK7vo
bovidae,bovini,buffalo,eat,UitH2v8it1M
bovidae,bovini,buffalo,eat,hHTlsaETDok
bovidae,bovini,buffalo,eat,jztbUlGJkec
bovidae,bovini,buffalo,eat,p-34GNAzpPM
bovidae,bovini,buffalo,eat,EMBO625ZlK8
bovidae,bovini,buffalo,eat,dJr3DmmoxSw
bovidae,bovini,buffalo,eat,4foPHQfXy_M
bovidae,bovini,buffalo,eat,sxJEOK51ThA
bovidae,bovini,buffalo,eat,yZhlTF3PxUE
bovidae,bovini,buffalo,eat,XHXiDbo-n6E
bovidae,bovini,buffalo,eat,pe_k5NOyge4
bovidae,bovini,buffalo,eat,rwSXRQoqxig
bovidae,bovini,buffalo,eat,GJFYsAepIlo
bovidae,bovini,buffalo,eat,-80hb15CHis
bovidae,bovini,buffalo,eat,M_QJYf8nsck
bovidae,bovini,buffalo,eat,6Vpko4445Ik
bovidae,bovini,buffalo,eat,HqxCQIs4lIE
bovidae,bovini,buffalo,eat,TtSZMFArTZU
bovidae,bovini,buffalo,eat,KhXLB1b4_eU
bovidae,bovini,buffalo,eat,-M3BV2gizYQ
bovidae,bovini,buffalo,eat,Wv1v6uUXU4U
bovidae,bovini,buffalo,eat,HAoYiG-WFjI
bovidae,bovini,buffalo,eat,kuo6VfQ0U-Y
bovidae,bovini,buffalo,eat,TGv6pP6lo0Q
bovidae,bovini,buffalo,eat,_LP8G1auL7c
bovidae,bovini,buffalo,eat,qdhrfwZX2iA
bovidae,bovini,buffalo,eat,dWVLq98GZjk
bovidae,bovini,buffalo,eat,LkfLXl8TgNc
bovidae,bovini,buffalo,eat,cNbXlWLYfMc
bovidae,bovini,buffalo,eat,9_In6vyuQt0
bovidae,bovini,buffalo,eat,VoU5RgT9n1M
bovidae,bovini,buffalo,eat,4ePwSzTdYxs
bovidae,bovini,buffalo,eat,7xtvgqUuYyY
bovidae,bovini,buffalo,eat,Eo6tSJ3xSMU
bovidae,bovini,buffalo,eat,Ge0xHkgL1zs
bovidae,bovini,buffalo,eat,8E7PPtp3zMg
bovidae,bovini,buffalo,eat,jkMBEIzmTH0
bovidae,bovini,buffalo,eat,3azwSun1KhM
bovidae,bovini,buffalo,eat,VgezSVwfhSg
bovidae,bovini,buffalo,eat,nXdRsbGwIpg
bovidae,bovini,buffalo,eat,-aGsazj7o40
bovidae,bovini,buffalo,eat,Lsp6zG-gDAY
bovidae,bovini,buffalo,eat,P62A92rrqlI
bovidae,bovini,buffalo,eat,p8H5ixHT5kY
bovidae,bovini,buffalo,eat,o4hxlnkRSBA
bovidae,bovini,buffalo,eat,z7THv3D8Ujw
bovidae,bovini,buffalo,eat,yFoE_SzI0v0
bovidae,bovini,buffalo,eat,MUX3reuewhs
bovidae,bovini,buffalo,eat,FbZ6HdMlz8A
bovidae,bovini,buffalo,eat,YGgsDx0AJzQ
bovidae,bovini,buffalo,eat,JYoxa84akjQ
bovidae,bovini,buffalo,eat,ngd1cf-v400
bovidae,bovini,buffalo,eat,psG1p5jhHEU
bovidae,bovini,buffalo,eat,pqRBeurmCNQ
bovidae,bovini,buffalo,eat,8vglQPacLn4
bovidae,bovini,buffalo,eat,0X6MVjQ7TyY
bovidae,bovini,buffalo,eat,L1ULMMDdxTI
bovidae,bovini,buffalo,eat,w9N4HTVKYw8
bovidae,bovini,buffalo,eat,QAZtAFNVQaE
bovidae,bovini,buffalo,eat,eudVJY5I2GU
bovidae,bovini,buffalo,eat,cEgsH7tDDm0
bovidae,bovini,buffalo,eat,ZhKQpayJ_ek
bovidae,bovini,buffalo,eat,H6C1HPIP2iw
bovidae,bovini,buffalo,eat,ClMfgwlF9NA
bovidae,bovini,buffalo,eat,H3AjeN8Leok
bovidae,bovini,buffalo,eat,6f94-bOHIpU
bovidae,bovini,buffalo,eat,9GFoNSXsvTY
bovidae,bovini,buffalo,eat,7UXV4zF-e3Q
bovidae,bovini,buffalo,eat,eDSHtp1fOKo
bovidae,bovini,buffalo,eat,0F13aJGHWsE
bovidae,bovini,buffalo,eat,YOXtbTL0WsM
bovidae,bovini,buffalo,eat,61ucmUqIU5I
bovidae,bovini,buffalo,eat,-a5A_r3J7Zg
bovidae,bovini,buffalo,eat,QjGxLFa6wHg
bovidae,bovini,buffalo,eat,_bWO6gHfEKc
bovidae,bovini,buffalo,eat,Mr5VEdhiTjo
bovidae,bovini,buffalo,eat,NNpSBbifvPU
bovidae,bovini,buffalo,eat,ZZYF3WXFig0
bovidae,bovini,buffalo,eat,geLk3ojC9eM
bovidae,bovini,buffalo,eat,mSS1oXno0m0
bovidae,bovini,buffalo,eat,oR3EwgQMIQg
bovidae,bovini,buffalo,eat,AqSUK-3ydwY
bovidae,bovini,buffalo,eat,qxXdtnifgbc
bovidae,bovini,buffalo,eat,pJ2kSnGhZXQ
bovidae,bovini,buffalo,eat,2j1svfvijPQ
bovidae,bovini,buffalo,eat,DM16CUxm8HM
bovidae,bovini,buffalo,eat,actvRgPARU4
bovidae,bovini,buffalo,eat,YCYUbVvEU9c
bovidae,bovini,buffalo,eat,DRt7aNgNg3Y
bovidae,bovini,buffalo,eat,VhBznubEVOI
bovidae,bovini,buffalo,eat,t-kE3d_zpe4
bovidae,bovini,buffalo,eat,vebS3__bEKM
bovidae,bovini,buffalo,eat,yLh_PP8GvS0
bovidae,bovini,buffalo,eat,lhrV5Xx4dUk
bovidae,bovini,buffalo,eat,Nu9ic7lC4bc
bovidae,bovini,buffalo,eat,0YTjxsmUJZ4
bovidae,bovini,buffalo,eat,XMk5hNXr8G0
bovidae,bovini,buffalo,eat,fh_xQmBKUB0
bovidae,bovini,buffalo,eat,LPMXYwVvmo8
bovidae,bovini,buffalo,eat,vf7fvnuMax4
bovidae,bovini,buffalo,eat,6jG3cWOFTIw
bovidae,bovini,buffalo,eat,PbV8KiH49ec
bovidae,bovini,buffalo,eat,T2glAL1hj3U
bovidae,bovini,buffalo,eat,YWHW_Q9oQOE
bovidae,bovini,buffalo,eat,LQTn3eWKYac
bovidae,bovini,buffalo,eat,QgYLqb0K6PY
bovidae,bovini,buffalo,eat,-XQiXMGl_B4
bovidae,bovini,buffalo,eat,rPmhHJYCKos
bovidae,bovini,buffalo,eat,wwPPsT-xgjg
bovidae,bovini,buffalo,eat,jCUQHulVmhU
bovidae,bovini,buffalo,eat,k7Uf2yRERgs
bovidae,bovini,buffalo,eat,uD-0IB7jDew
bovidae,bovini,buffalo,eat,pta_sLKi6nM
bovidae,bovini,buffalo,eat,yPDkNi6B8JA
bovidae,bovini,buffalo,eat,6JKfyiH3aXY
bovidae,bovini,buffalo,eat,u69tJlzCTkY
bovidae,bovini,buffalo,eat,k-MTc6HTz8A
bovidae,bovini,buffalo,eat,hlksdF203EU
bovidae,bovini,buffalo,eat,V8PZd56wxDg
bovidae,bovini,buffalo,eat,d-RAYBKwWZ8
bovidae,bovini,buffalo,eat,JTOgH_KOWmg
bovidae,bovini,buffalo,eat,yOZAKQYvJKw
bovidae,bovini,buffalo,eat,pkil60ZTRBM
bovidae,bovini,buffalo,eat,130uqjizMTc
bovidae,bovini,buffalo,eat,36kJX2kqAj0
bovidae,bovini,buffalo,eat,Pvoj0xf1Lkw
bovidae,bovini,buffalo,eat,aj_ACuCMuUc
bovidae,bovini,buffalo,eat,dEWD-mZSuKk
bovidae,bovini,buffalo,eat,Mor8UUsFfQc
bovidae,bovini,buffalo,eat,PIFVNSV8IVM
bovidae,bovini,buffalo,eat,2GJBQirA4HU
bovidae,bovini,buffalo,eat,vhdRvkxIbK4
bovidae,bovini,buffalo,eat,__RqOzOzWjY
bovidae,bovini,buffalo,eat,0Na2PJR2iMw
bovidae,bovini,buffalo,eat,YP84V8esOFc
bovidae,bovini,buffalo,eat,PasrDZVVEYM
bovidae,bovini,buffalo,eat,cSKi4XU-Sac
bovidae,bovini,buffalo,eat,FwvJT9AUSqo
bovidae,bovini,buffalo,eat,R5AYHYQo40k
bovidae,bovini,buffalo,eat,jHfRDNuFKAQ
bovidae,bovini,buffalo,eat,haXDBo2kX6A
bovidae,bovini,buffalo,eat,OMtQ72ugY0s
bovidae,bovini,buffalo,eat,CuWL-IPZ554
bovidae,bovini,buffalo,eat,7dhzXsq_nZw
bovidae,bovini,buffalo,eat,sPhTDlbtkYo
bovidae,bovini,buffalo,eat,CT71-augvpA
bovidae,bovini,buffalo,eat,nb3HII-q7rs
bovidae,bovini,buffalo,eat,tt8Lop0VwtY
bovidae,bovini,buffalo,eat,NrXN9ddsruI
bovidae,bovini,buffalo,eat,P4YX7DebA44
bovidae,bovini,buffalo,eat,0RfgWUZivKM
bovidae,bovini,buffalo,eat,CVvZYpKHMew
bovidae,bovini,buffalo,eat,kZKX-cV0QIM
bovidae,bovini,buffalo,eat,ivMSAu1k5Ow
bovidae,bovini,buffalo,eat,nqDY9hr6n3M
bovidae,bovini,buffalo,eat,p71Njkhl0Io
bovidae,bovini,buffalo,eat,5oNEHyetKAc
bovidae,bovini,buffalo,eat,Yr9-h2zcyAs
bovidae,bovini,buffalo,eat,efrTgJeFX94
bovidae,bovini,buffalo,eat,BuvO5Ko_Qhw
bovidae,bovini,buffalo,eat,zeApvbS6064
bovidae,bovini,buffalo,eat,HJcZxp9cZII
bovidae,bovini,buffalo,eat,MkhCskhCW-s
bovidae,bovini,buffalo,eat,rveAHWXGoDg
bovidae,bovini,buffalo,eat,R1BjPRI5ddA
bovidae,bovini,buffalo,eat,1Guifo5mxf4
bovidae,bovini,buffalo,eat,fpSxmrANKe4
bovidae,bovini,buffalo,eat,m5pujvbC4Fc
bovidae,bovini,buffalo,eat,BAmgdDYqdFI
bovidae,bovini,buffalo,eat,NQ1ARoG2blA
bovidae,bovini,buffalo,eat,Pv8XDWlVopc
bovidae,bovini,buffalo,eat,nmu2I5UJkpU
bovidae,bovini,buffalo,eat,8xgEZe51ohk
bovidae,bovini,buffalo,eat,OQ6-HmPvl5Y
bovidae,bovini,buffalo,eat,KgB_P28DspE
bovidae,bovini,buffalo,eat,EwPrXOtBoVg
bovidae,bovini,buffalo,eat,j5ewZUvFU2U
bovidae,bovini,buffalo,eat,k52ViBl7NU4
bovidae,bovini,buffalo,eat,rrpQpNzyftQ
bovidae,bovini,buffalo,eat,gN3_wRL1ldY
bovidae,bovini,buffalo,eat,Gi1qG-RlJmA
bovidae,bovini,buffalo,eat,MeKDi1Ym-sA
bovidae,bovini,buffalo,eat,0a70R_7ytq4
bovidae,bovini,buffalo,eat,v2oJvNTD_t0
bovidae,bovini,buffalo,eat,OQKPE9BszTc
bovidae,bovini,buffalo,eat,vE1Y7Lexwag
bovidae,bovini,buffalo,eat,Q8SvigzASXs
bovidae,bovini,buffalo,eat,F47b1QL2jIE
bovidae,bovini,buffalo,eat,HgLfsMP8udo
bovidae,bovini,buffalo,eat,5EPT1x5ePzo
bovidae,bovini,buffalo,eat,91F8QFlhxb0
bovidae,bovini,buffalo,eat,KS8E3Pztqmk
bovidae,bovini,buffalo,eat,NP636GCI6vU
bovidae,bovini,buffalo,eat,GEETYPAo5IQ
bovidae,bovini,buffalo,eat,xodVcgJ8bc0
bovidae,bovini,buffalo,eat,Yl8t5cmfrhE
bovidae,bovini,buffalo,eat,pbcD-cuobSE
bovidae,bovini,buffalo,eat,CSrqCUdRKjg
bovidae,bovini,buffalo,eat,IFew1d5SFA8
bovidae,bovini,buffalo,eat,5QskWenHWt4
bovidae,bovini,buffalo,eat,5duh9CJA0kY
bovidae,bovini,buffalo,eat,EVAkZWJLx5A
bovidae,bovini,buffalo,eat,zUtMAjqCNuM
bovidae,bovini,buffalo,eat,dKbbkIiQu2Y
bovidae,bovini,buffalo,eat,YAKhZHkGBSA
bovidae,bovini,buffalo,eat,D1KaD1u0z34
bovidae,bovini,buffalo,eat,MxOPKIeArUw
bovidae,bovini,buffalo,eat,X8SjuJJowmM
bovidae,bovini,buffalo,eat,4hp8Ta44WOU
bovidae,bovini,buffalo,eat,Ydq3P6ghoFM
bovidae,bovini,buffalo,eat,hFJg0QIajHU
bovidae,bovini,buffalo,eat,fSDYbNngXUk
bovidae,bovini,buffalo,eat,TqPdeylM09E
bovidae,bovini,buffalo,eat,HuKGPu_9IWk
bovidae,bovini,buffalo,eat,8VzbGwchEw4
bovidae,bovini,buffalo,eat,iQDGN6-ratc
bovidae,bovini,buffalo,eat,676EWSQEGDQ
bovidae,bovini,buffalo,eat,nh9l0rMHYnE
bovidae,bovini,buffalo,eat,QzyE9rFsAg0
bovidae,bovini,buffalo,eat,M-EJFfJEIAw
bovidae,bovini,buffalo,eat,Ezni5blhg0o
bovidae,bovini,buffalo,eat,wSuiz6fTjYQ
bovidae,bovini,buffalo,eat,7wgdAC5a5gE
bovidae,bovini,buffalo,eat,OyEAB-QieS8
bovidae,bovini,buffalo,eat,8weeRKMwfm4
bovidae,bovini,buffalo,eat,WvoFWxvze3Q
bovidae,bovini,buffalo,eat,yfnb3ceiL5w
bovidae,bovini,buffalo,eat,_VyjOee-Cmk
bovidae,bovini,buffalo,eat,m3XuS8FN3Vg
bovidae,bovini,buffalo,eat,fMGBbSd0qmQ
bovidae,bovini,buffalo,eat,PlKk_kQUtto
bovidae,bovini,buffalo,eat,tTIX-LZWY6A
bovidae,bovini,buffalo,eat,uMGh86DXAcA
bovidae,bovini,buffalo,eat,pVjBB8PWedk
bovidae,bovini,buffalo,eat,WmctHWPP_dg
bovidae,bovini,buffalo,eat,gVfoyaUQEp4
bovidae,bovini,buffalo,eat,f6JmiuEMoIc
bovidae,bovini,buffalo,eat,1TFmzppww4k
bovidae,bovini,buffalo,eat,5RgS2kqjThk
bovidae,bovini,buffalo,eat,wJS6E3T77LA
bovidae,bovini,buffalo,eat,SYJCM9rUAQs
bovidae,bovini,buffalo,eat,pm88wwRc0pM
bovidae,bovini,buffalo,drink,jOFmKCp5OqA
bovidae,bovini,buffalo,drink,VdcJjvsZ71U
bovidae,bovini,buffalo,hunt,H2Mt1jONeSo
bovidae,bovini,buffalo,hunt,Fue2DDuWFbE
bovidae,bovini,buffalo,hunt,W7QnY5pl20E
bovidae,bovini,buffalo,hunt,albzJ6bdIXQ
bovidae,bovini,buffalo,hunt,UiQQh-9EvPA
bovidae,bovini,buffalo,hunt,fJ7chlrRg7Q
bovidae,bovini,buffalo,hunt,_gZ1U_CE174
bovidae,bovini,buffalo,hunt,0vAuMKDM2do
bovidae,bovini,buffalo,hunt,45aM6zEFCgc
bovidae,bovini,buffalo,hunt,VQV7b_jh1BY
bovidae,bovini,buffalo,hunt,rLVSNipyoG8
bovidae,bovini,buffalo,hunt,8JTHU6IFJQA
bovidae,bovini,buffalo,hunt,xLltcVlEO6U
bovidae,bovini,buffalo,hunt,rsBN4iR3oNo
bovidae,bovini,buffalo,hunt,6zYRTPWTJzA
bovidae,bovini,buffalo,hunt,bFRu-S4GSlY
bovidae,bovini,buffalo,hunt,1uIMO9dJxEo
bovidae,bovini,cattle,birth,vYBR917dErI
bovidae,bovini,cattle,fight,934XlMRjbq4
bovidae,bovini,cattle,sleep,QmY05MPUkTM
bovidae,bovini,cattle,eat,0YTjxsmUJZ4
bovidae,bovini,cattle,eat,0vh0FXKmZYQ
bovidae,bovini,cattle,eat,OMtQ72ugY0s
bovidae,bovini,cattle,eat,5duh9CJA0kY
bovidae,bovini,cattle,eat,-aGsazj7o40
bovidae,bovini,cattle,eat,m-ujJOsroog
bovidae,bovini,cattle,eat,Y2xH9wm-n2Q
bovidae,bovini,cattle,eat,Pv8XDWlVopc
bovidae,bovini,cattle,eat,gN3_wRL1ldY
bovidae,bovini,cattle,eat,OiB6pB5C8BI
bovidae,bovini,cattle,eat,MxOPKIeArUw
bovidae,bovini,cattle,eat,kZKX-cV0QIM
bovidae,bovini,cattle,eat,WS1PQ7EK5to
bovidae,bovini,cattle,eat,z7THv3D8Ujw
bovidae,bovini,cattle,eat,GM7GzMzUlgc
bovidae,bovini,cattle,eat,YZkSRgQEODM
bovidae,bovini,cattle,eat,yFDK2JlWJzI
bovidae,bovini,cattle,eat,NSmBwIXldpU
bovidae,bovini,cattle,eat,GEZ39DbPymI
bovidae,bovini,cattle,eat,i_ItZISefa0
bovidae,bovini,cattle,eat,lYn39NnSbGU
bovidae,bovini,cattle,eat,Gb2BmjfoTuY
bovidae,bovini,cattle,eat,X8SjuJJowmM
bovidae,bovini,cattle,eat,Ezni5blhg0o
bovidae,bovini,cattle,eat,nnyaNATWHeg
bovidae,bovini,cattle,eat,wNySe8DrPPw
bovidae,bovini,cattle,eat,TqPdeylM09E
bovidae,bovini,cattle,eat,aDbIAy9sMHk
bovidae,bovini,cattle,eat,hFJg0QIajHU
bovidae,bovini,cattle,eat,6qiuPYAMRxk
bovidae,bovini,cattle,eat,bLKbYBHRLeU
bovidae,bovini,cattle,eat,u69tJlzCTkY
bovidae,bovini,cattle,eat,ZQ-t3iK1_Po
bovidae,bovini,cattle,eat,AWEQKLCqSRI
bovidae,bovini,cattle,eat,rwSXRQoqxig
bovidae,bovini,cattle,eat,MeKDi1Ym-sA
bovidae,bovini,cattle,eat,FG3fGnwP74U
bovidae,bovini,cattle,eat,UitH2v8it1M
bovidae,bovini,cattle,eat,_btsSjYpa9E
bovidae,bovini,cattle,eat,NEKVvY_77-g
bovidae,bovini,cattle,eat,QsbWtRDLRCE
bovidae,bovini,cattle,eat,BAmgdDYqdFI
bovidae,bovini,cattle,eat,6hGlHxYXgQI
bovidae,bovini,cattle,eat,CuWL-IPZ554
bovidae,bovini,cattle,eat,nt8b5WjFY24
bovidae,bovini,cattle,eat,34oDYXILXgo
bovidae,bovini,cattle,eat,UDrfvccvqOQ
bovidae,bovini,cattle,eat,GdhiA-TfMd4
bovidae,bovini,cattle,eat,oLy3vekCqTc
bovidae,bovini,cattle,eat,AZG8QK8yYRg
bovidae,bovini,cattle,eat,N6YxY_mN-e0
bovidae,bovini,cattle,eat,p72oxmIVPkE
bovidae,bovini,cattle,eat,-JzcAjZ9CHQ
bovidae,bovini,cattle,eat,27-MiUC8rsk
bovidae,bovini,cattle,eat,LIrJatjkv4c
bovidae,bovini,cattle,eat,z1auge3rihc
bovidae,bovini,cattle,eat,jHfRDNuFKAQ
bovidae,bovini,cattle,eat,LPMXYwVvmo8
bovidae,bovini,cattle,eat,Eo6tSJ3xSMU
bovidae,bovini,cattle,eat,4ePwSzTdYxs
bovidae,bovini,cattle,eat,XW51r5Br_lc
bovidae,bovini,cattle,eat,8vglQPacLn4
bovidae,bovini,cattle,eat,-a5A_r3J7Zg
bovidae,bovini,cattle,eat,Ufrh7tWjsvw
bovidae,bovini,cattle,eat,fSDYbNngXUk
bovidae,bovini,cattle,eat,hlksdF203EU
bovidae,bovini,cattle,eat,jrKihInlIMU
bovidae,bovini,cattle,eat,HAoYiG-WFjI
bovidae,bovini,cattle,eat,M-EJFfJEIAw
bovidae,bovini,cattle,eat,CzUVqfAKBK0
bovidae,bovini,cattle,eat,6jW-PdZt0iY
bovidae,bovini,cattle,eat,VQyeROwHKMk
bovidae,bovini,cattle,eat,9t0CM6CWO7g
bovidae,bovini,cattle,eat,vhdRvkxIbK4
bovidae,bovini,cattle,eat,pe_k5NOyge4
bovidae,bovini,cattle,eat,JrvfVBWqApM
bovidae,bovini,cattle,eat,NNpSBbifvPU
bovidae,bovini,cattle,eat,eEaZvEZye84
bovidae,bovini,cattle,eat,LPLYPCI9u8g
bovidae,bovini,cattle,eat,fpSxmrANKe4
bovidae,bovini,cattle,eat,GEvCMbC5w9Y
bovidae,bovini,cattle,eat,IFew1d5SFA8
bovidae,bovini,cattle,eat,676EWSQEGDQ
bovidae,bovini,cattle,eat,Egf_7n9PFCM
bovidae,bovini,cattle,eat,cNbXlWLYfMc
bovidae,bovini,cattle,eat,lhrV5Xx4dUk
bovidae,bovini,cattle,eat,-DzZgbU9_VA
bovidae,bovini,cattle,eat,wJS6E3T77LA
bovidae,bovini,cattle,eat,-TzL8hDWNJQ
bovidae,bovini,cattle,eat,61ucmUqIU5I
bovidae,bovini,cattle,eat,2j1svfvijPQ
bovidae,bovini,cattle,eat,qaKzRUJwv_I
bovidae,bovini,cattle,eat,FwvJT9AUSqo
bovidae,bovini,cattle,eat,-N2LONzZWF0
bovidae,bovini,cattle,eat,8xgEZe51ohk
bovidae,bovini,cattle,eat,iQDGN6-ratc
bovidae,bovini,cattle,eat,jNQyd32NhRE
bovidae,bovini,cattle,eat,5RgS2kqjThk
bovidae,bovini,cattle,eat,KjyxijrGfcI
bovidae,bovini,cattle,eat,mSS1oXno0m0
bovidae,bovini,cattle,eat,6A5z-XRZITw
bovidae,bovini,cattle,eat,jtPzgnDd_YE
bovidae,bovini,cattle,eat,9GFoNSXsvTY
bovidae,bovini,cattle,eat,6JKfyiH3aXY
bovidae,bovini,cattle,eat,w9N4HTVKYw8
bovidae,bovini,cattle,eat,rLMfkbscpbw
bovidae,bovini,cattle,eat,pJ2kSnGhZXQ
bovidae,bovini,cattle,eat,6OEHHTv-wa0
bovidae,bovini,cattle,eat,rC1pdLnn6GI
bovidae,bovini,cattle,eat,KXfvUpU1OOM
bovidae,bovini,cattle,eat,jn_sgcsKKiY
bovidae,bovini,cattle,eat,GA0L9Wio-IY
bovidae,bovini,cattle,eat,PqoLVAVyqC4
bovidae,bovini,cattle,eat,yFoE_SzI0v0
bovidae,bovini,cattle,eat,VoU5RgT9n1M
bovidae,bovini,cattle,hunt,8aNZnYWlsOU
bovidae,bovini,cattle,hunt,qggrKg7FXt0
bovidae,bovini,bison,hunt,8wl8ZxAaB2E
bovidae,bovini,bison,hunt,ompEfbL5PmE
bovidae,bovini,bison,eat,4hkxhMzMumk
bovidae,bovini,bison,eat,zkYAVkfMunU
bovidae,bovini,bison,eat,rC-0aqGUA5M
bovidae,bovini,bison,eat,uCOTLyKhsMg
bovidae,bovini,bison,eat,-TzL8hDWNJQ
bovidae,bovini,bison,eat,-YY9ldLfdc0
bovidae,bovini,bison,eat,TD4ix_WoWec
bovidae,bovini,bison,eat,GEvCMbC5w9Y
bovidae,bovini,bison,eat,Lz2knFrqWnY
bovidae,bovini,bison,eat,tKhWW1jK7vo
bovidae,bovini,bison,eat,aX0OkhD87KU
bovidae,bovini,bison,eat,9xyF2MyERsQ
bovidae,bovini,bison,eat,VGv1T9NUudc
bovidae,bovini,bison,eat,K-Tfq6dARGk
bovidae,bovini,bison,eat,nNrieMwfpWQ
bovidae,bovini,bison,eat,TJFvONSpB4s
bovidae,bovini,bison,eat,BVNKv4bzTPk
bovidae,bovini,bison,eat,H6C1HPIP2iw
bovidae,bovini,bison,eat,BAigNvayIXY
bovidae,bovini,bison,eat,ttTqXLv0IjQ
bovidae,bovini,bison,eat,4zNsGgPGJ4U
bovidae,bovini,bison,eat,61ucmUqIU5I
bovidae,bovini,bison,eat,mSS1oXno0m0
bovidae,bovini,bison,eat,A_9j8nvV6Zc
bovidae,bovini,bison,eat,06utTusLfZY
bovidae,bovini,bison,eat,aDbIAy9sMHk
bovidae,bovini,bison,eat,YWHW_Q9oQOE
bovidae,bovini,bison,eat,WQTleBV8kGs
bovidae,bovini,bison,eat,V8PZd56wxDg
bovidae,bovini,bison,eat,pm6gQGwkeQw
bovidae,bovini,bison,eat,nnyaNATWHeg
bovidae,bovini,bison,eat,nb3HII-q7rs
bovidae,bovini,bison,eat,HCP484LWsj8
bovidae,bovini,bison,eat,kZKX-cV0QIM
bovidae,bovini,bison,eat,qAG2SkTPltw
bovidae,bovini,bison,eat,8fBmNHErl6Q
bovidae,bovini,bison,eat,BuvO5Ko_Qhw
bovidae,bovini,bison,eat,VeNSxN76EJA
bovidae,bovini,bison,eat,MkhCskhCW-s
bovidae,bovini,bison,eat,R1BjPRI5ddA
bovidae,bovini,bison,eat,1Guifo5mxf4
bovidae,bovini,bison,eat,Pv8XDWlVopc
bovidae,bovini,bison,eat,nmu2I5UJkpU
bovidae,bovini,bison,eat,OQ6-HmPvl5Y
bovidae,bovini,bison,eat,eEaZvEZye84
bovidae,bovini,bison,eat,a6roH6RffnA
bovidae,bovini,bison,eat,LvJiRytX6cU
bovidae,bovini,bison,eat,5RgS2kqjThk
bovidae,bovini,bison,fight,9E91ATMzqS0
bovidae,bovini,bison,mate,L4eOhuLDfeU
